County,Community,DataProvider,Site,Latitude,Longitude,Elevation,Instrument,MonitorId,ParameterId,Parameter,MeasurementStartTime,MeasuredValue,AdjustedValue,Units,AdjustmentDesc,DataProviderFlag,LowerLimitCheck,UpperLimitCheck,RepeatingValueCheck,SpikeCheck,PreliminaryQCResult,VerifiedByProvider,LastUpdateDate
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,09/29/2019 20:00:00,18.9338,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,09/29/2019 21:00:00,16.5644,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,09/29/2019 22:00:00,20.7266,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,09/29/2019 23:00:00,18.0961,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,09/30/2019 00:00:00,15.9222,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,09/30/2019 01:00:00,16.3672,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,09/30/2019 02:00:00,15.2888,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,09/30/2019 03:00:00,18.318,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,09/30/2019 04:00:00,20.5655,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,09/30/2019 05:00:00,26.2011,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,09/30/2019 06:00:00,30.7705,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,09/30/2019 07:00:00,26.6461,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,09/30/2019 08:00:00,19.8825,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,09/30/2019 09:00:00,27.6338,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,09/30/2019 10:00:00,18.2096,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,09/30/2019 11:00:00,14.4746,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,09/30/2019 12:00:00,12.0909,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,09/30/2019 13:00:00,21.93,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,09/30/2019 14:00:00,22.3148,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,09/30/2019 15:00:00,19.3483,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,09/30/2019 16:00:00,17.0445,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,09/30/2019 17:00:00,18.0006,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,09/30/2019 18:00:00,24.4363,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,09/30/2019 19:00:00,22.5528,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,09/30/2019 20:00:00,38.005,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,09/30/2019 21:00:00,28.3819,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,09/30/2019 22:00:00,17.7368,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,09/30/2019 23:00:00,24.7566,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/01/2019 00:00:00,27.4366,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/01/2019 01:00:00,23.7916,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/01/2019 02:00:00,19.1133,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/01/2019 03:00:00,16.8841,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/01/2019 04:00:00,24.1716,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/01/2019 05:00:00,21.5416,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/01/2019 06:00:00,29.9633,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/01/2019 07:00:00,32.0566,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/01/2019 08:00:00,10.3288,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/01/2019 09:00:00,5.389,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/01/2019 10:00:00,8.7507,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/01/2019 11:00:00,11.5183,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/01/2019 12:00:00,14.9794,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/01/2019 13:00:00,7.1894,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/01/2019 14:00:00,11.482,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/01/2019 15:00:00,27.9449,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/01/2019 16:00:00,23.0378,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/01/2019 17:00:00,24.7716,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/01/2019 18:00:00,20.805,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/01/2019 19:00:00,22.0293,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/01/2019 20:00:00,18.6673,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/01/2019 21:00:00,32.63,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/01/2019 22:00:00,38.9558,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/01/2019 23:00:00,27.3958,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/02/2019 00:00:00,27.2547,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/02/2019 01:00:00,22.9733,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/02/2019 02:00:00,21.7775,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/02/2019 03:00:00,17.0966,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/02/2019 04:00:00,25.4333,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/02/2019 05:00:00,29.2144,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/02/2019 06:00:00,33.1188,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/02/2019 07:00:00,25.0372,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/02/2019 08:00:00,17.1263,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/02/2019 09:00:00,17.4729,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/02/2019 10:00:00,39.2622,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/02/2019 11:00:00,36.27,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/02/2019 12:00:00,39.3094,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/02/2019 13:00:00,29.4061,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/02/2019 14:00:00,23.5605,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/02/2019 15:00:00,27.7607,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/02/2019 16:00:00,29.6247,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/02/2019 17:00:00,29.0247,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/02/2019 18:00:00,29.8016,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/02/2019 19:00:00,33.8572,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/02/2019 20:00:00,29.5177,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/02/2019 21:00:00,26.94,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/02/2019 22:00:00,24.9772,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/02/2019 23:00:00,22.7255,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/03/2019 00:00:00,21.3894,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/03/2019 01:00:00,22.6911,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/03/2019 02:00:00,20.1294,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/03/2019 03:00:00,21.3977,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/03/2019 04:00:00,26.3894,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/03/2019 05:00:00,29.7655,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/03/2019 06:00:00,35.0488,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/03/2019 07:00:00,27.6416,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/03/2019 08:00:00,14.4577,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/03/2019 09:00:00,18.6727,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/03/2019 10:00:00,22.3283,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/03/2019 11:00:00,29.8293,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/03/2019 12:00:00,37.2572,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/03/2019 13:00:00,38.7299,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/03/2019 14:00:00,33.3027,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/03/2019 15:00:00,27.0122,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/03/2019 16:00:00,20.0316,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/03/2019 17:00:00,26.7061,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/03/2019 18:00:00,39.7336,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/03/2019 19:00:00,24.7049,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/03/2019 20:00:00,19.3533,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/03/2019 21:00:00,18.3016,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/03/2019 22:00:00,18.2866,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/03/2019 23:00:00,18.6238,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
Los Angeles,"Wilmington, West Long Beach, Carson",South Coast AQMD,Hudson,33.8024,-118.2199,10,Teledyne M651,CPC-HDSN,87101,Total Particle Count,10/04/2019 00:00:00,18.5061,,kcounts/cm3,,,Pass,Pass,Pass,Pass,Passed all checks,No,
