County,Community,DataProvider,Site,Latitude,Longitude,Elevation,Instrument,MonitorId,ParameterId,Parameter,MeasurementStartTime,MeasuredValue,AdjustedValue,Units,AdjustmentDesc,DataProviderFlag,LowerLimitCheck,UpperLimitCheck,RepeatingValueCheck,SpikeCheck,PreliminaryQCResult,VerifiedByProvider,LastUpdateDate
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/07/2019 19:00:00,538.9666,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/07/2019 20:00:00,483.2333,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/07/2019 21:00:00,501.0333,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/07/2019 22:00:00,660.9166,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/07/2019 23:00:00,782.25,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/08/2019 00:00:00,740.0833,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/08/2019 01:00:00,649,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/08/2019 02:00:00,885.7166,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/08/2019 03:00:00,746.9666,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/08/2019 04:00:00,853.8333,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/08/2019 05:00:00,881.0833,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/08/2019 06:00:00,926.5499,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/08/2019 07:00:00,1098.8666,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/08/2019 08:00:00,943.95,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/08/2019 09:00:00,623.65,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/08/2019 10:00:00,534.0999,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/08/2019 11:00:00,513.3166,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/08/2019 12:00:00,442.5499,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/08/2019 13:00:00,396.1499,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/08/2019 14:00:00,446.8333,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/08/2019 15:00:00,433.6,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/08/2019 16:00:00,445.0333,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/08/2019 17:00:00,493.95,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/08/2019 18:00:00,531.1166,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/08/2019 19:00:00,592.9166,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/08/2019 20:00:00,519.8666,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/08/2019 21:00:00,518.7,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/08/2019 22:00:00,857.9,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/08/2019 23:00:00,844.1833,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/09/2019 00:00:00,818.9666,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/09/2019 01:00:00,897.7999,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/09/2019 02:00:00,1365.6666,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/09/2019 03:00:00,919.65,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/09/2019 04:00:00,977.1333,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/09/2019 05:00:00,654.25,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/09/2019 06:00:00,1140.7667,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/09/2019 07:00:00,1414.7833,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/09/2019 08:00:00,1098.3166,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/09/2019 09:00:00,1072.4832,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/09/2019 10:00:00,1230.8499,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/09/2019 11:00:00,939.3666,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/09/2019 12:00:00,696.9166,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/09/2019 13:00:00,655.95,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/09/2019 14:00:00,647.3333,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/09/2019 15:00:00,686.3666,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/09/2019 16:00:00,674.8499,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/09/2019 17:00:00,663.3333,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/09/2019 18:00:00,568.8166,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/09/2019 19:00:00,596.1166,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/09/2019 20:00:00,609.9,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/09/2019 21:00:00,650.7666,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/09/2019 22:00:00,615.0666,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/09/2019 23:00:00,587.3666,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/10/2019 00:00:00,494.45,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/10/2019 01:00:00,626.2166,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/10/2019 02:00:00,552.7833,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/10/2019 03:00:00,480.3166,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/10/2019 04:00:00,629.2166,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/10/2019 05:00:00,733.9666,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/10/2019 06:00:00,747.95,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/10/2019 07:00:00,845.8833,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/10/2019 08:00:00,808.7166,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/10/2019 09:00:00,635.0833,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/10/2019 10:00:00,614.0999,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/10/2019 11:00:00,578.7333,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/10/2019 12:00:00,545.9666,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/10/2019 13:00:00,546.15,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/10/2019 14:00:00,607.1833,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/10/2019 15:00:00,560.9166,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/10/2019 16:00:00,579.5833,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/10/2019 17:00:00,585.7,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/10/2019 18:00:00,535.0999,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/10/2019 19:00:00,460.6499,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/10/2019 20:00:00,466.8166,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/10/2019 21:00:00,520.6833,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/10/2019 22:00:00,594,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/10/2019 23:00:00,540.3333,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/11/2019 00:00:00,576.5,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/11/2019 01:00:00,739.0333,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/11/2019 02:00:00,765.45,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/11/2019 03:00:00,1057.3833,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/11/2019 04:00:00,1160,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/11/2019 05:00:00,1144.1166,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/11/2019 06:00:00,1112.3333,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/11/2019 07:00:00,961.8333,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/11/2019 08:00:00,782.8833,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/11/2019 09:00:00,859.3833,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/11/2019 10:00:00,975.5166,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/11/2019 11:00:00,983.0833,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/11/2019 13:00:00,984.0816,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/11/2019 14:00:00,873.65,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/11/2019 15:00:00,876.7999,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/11/2019 16:00:00,813.1333,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/11/2019 17:00:00,1010.2999,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/11/2019 18:00:00,1011.2166,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
San Bernardino,"Muscoy, San Bernardino",South Coast AQMD,San Bernardino,34.1067,-117.2741,316,Magee AE33,AE33-SNBO,88313,Black Carbon PM2.5 (BC),09/11/2019 19:00:00,995.3333,,ng/m3 (25 C),,,Pass,Pass,Pass,Pass,Passed all checks,No,
